label,dwell_seconds,velocity_magnitude,confidence,is_near_door,time_of_day_hour
normal,2.46,1.44,0.82,0.0,19.0
normal,2.96,1.32,0.74,0.0,10.0
normal,7.03,1.66,0.8,0.0,14.0
normal,2.94,1.06,0.97,0.0,13.0
normal,0.74,0.78,0.82,0.0,17.0
normal,0.13,1.81,0.78,0.0,12.0
normal,0.1,1.34,0.98,0.0,15.0
normal,7.72,1.33,0.91,0.0,17.0
normal,3.99,1.58,0.94,0.0,11.0
normal,7.61,1.54,0.82,0.0,22.0
normal,1.69,1.48,0.84,0.0,6.0
normal,4.59,0.92,0.89,0.0,18.0
normal,3.04,0.81,0.92,0.0,21.0
normal,3.28,1.08,0.72,0.0,14.0
normal,0.44,0.77,0.81,0.0,18.0
normal,2.82,1.03,0.85,0.0,11.0
normal,3.57,0.8,0.92,0.0,20.0
normal,3.92,1.31,0.9,0.0,11.0
normal,14.79,1.6,0.82,0.0,9.0
normal,2.51,1.13,0.89,0.0,18.0
anomaly,8.21,1.43,0.86,0.0,2.0
normal,2.32,1.2,0.93,0.0,15.0
normal,1.16,1.58,0.89,0.0,12.0
normal,10.29,1.36,0.99,0.0,16.0
normal,2.7,1.16,0.71,0.0,8.0
normal,5.94,1.4,0.72,0.0,22.0
normal,4.99,0.79,0.91,0.0,7.0
anomaly,126.35,0.04,0.84,1.0,8.0
normal,0.75,1.07,0.87,0.0,13.0
normal,0.1,1.51,0.75,0.0,21.0
normal,1.0,1.1,0.91,0.0,21.0
anomaly,78.3,0.09,0.82,0.0,13.0
normal,2.38,1.04,0.96,0.0,9.0
normal,3.86,1.25,0.98,0.0,6.0
normal,7.55,1.22,0.84,0.0,19.0
anomaly,6.83,1.14,0.84,0.0,23.0
normal,2.58,1.29,0.86,0.0,17.0
normal,14.12,1.11,0.93,0.0,11.0
normal,0.41,1.05,0.89,0.0,17.0
normal,5.05,1.44,0.93,0.0,6.0
normal,5.74,1.35,0.98,0.0,10.0
normal,1.3,1.06,0.95,0.0,19.0
normal,10.25,0.91,0.95,0.0,21.0
normal,1.82,1.8,0.92,0.0,14.0
normal,4.39,1.26,0.9,0.0,20.0
normal,20.0,1.67,0.77,0.0,19.0
anomaly,84.15,0.11,0.69,0.0,15.0
normal,0.6,1.24,0.74,0.0,19.0
normal,6.23,1.23,0.92,0.0,10.0
anomaly,9.54,1.17,0.99,0.0,1.0
normal,6.84,1.28,0.85,0.0,6.0
normal,6.23,1.15,0.8,0.0,20.0
normal,7.54,1.17,0.7,0.0,11.0
normal,2.15,1.31,0.95,0.0,18.0
normal,7.46,0.83,0.73,0.0,15.0
normal,1.3,1.42,0.88,0.0,14.0
normal,9.31,1.0,0.93,0.0,20.0
normal,3.81,1.23,0.83,0.0,18.0
normal,3.06,1.81,0.75,0.0,17.0
normal,2.48,0.8,0.9,0.0,17.0
normal,13.03,1.12,0.73,0.0,11.0
anomaly,196.18,0.04,0.93,1.0,12.0
normal,3.51,1.17,0.87,0.0,21.0
normal,0.54,1.19,0.79,0.0,15.0
normal,0.82,1.05,0.72,0.0,19.0
normal,5.0,0.93,0.78,0.0,7.0
normal,4.08,0.92,0.9,0.0,6.0
normal,1.03,0.65,0.83,0.0,13.0
normal,2.4,1.5,0.99,0.0,12.0
normal,0.15,1.22,0.81,0.0,12.0
normal,6.23,1.31,0.75,0.0,11.0
normal,18.53,1.42,0.87,0.0,18.0
normal,0.07,1.56,0.95,0.0,8.0
normal,5.25,1.22,0.95,0.0,8.0
normal,0.27,1.51,0.92,0.0,22.0
anomaly,191.07,0.14,0.92,1.0,8.0
normal,3.37,1.37,0.82,0.0,9.0
normal,14.5,1.69,0.88,0.0,6.0
normal,15.96,0.93,0.89,0.0,22.0
normal,13.32,1.13,0.91,0.0,20.0
normal,0.74,1.26,0.84,0.0,21.0
normal,1.0,1.19,0.76,0.0,10.0
anomaly,81.78,0.23,0.8,0.0,10.0
normal,0.62,1.08,0.89,0.0,11.0
normal,3.61,0.82,0.97,0.0,14.0
normal,1.06,0.93,0.95,0.0,16.0
normal,0.26,1.48,0.81,0.0,19.0
normal,1.4,1.48,0.81,0.0,18.0
normal,5.35,1.18,0.8,0.0,18.0
normal,1.15,0.94,0.87,0.0,14.0
normal,0.48,0.84,0.97,0.0,13.0
normal,11.04,1.11,0.78,0.0,12.0
normal,0.88,0.96,0.84,0.0,18.0
anomaly,52.71,0.13,0.75,0.0,15.0
normal,7.26,1.33,0.98,0.0,22.0
normal,1.37,0.96,0.85,0.0,21.0
normal,3.73,0.82,0.89,0.0,19.0
normal,6.62,1.11,0.93,0.0,10.0
normal,15.11,0.95,0.97,0.0,22.0
normal,20.0,1.15,0.9,0.0,12.0
normal,1.4,1.5,0.85,0.0,19.0
normal,7.34,0.75,0.98,0.0,17.0
normal,9.72,1.17,0.85,0.0,8.0
normal,2.08,1.58,0.86,0.0,21.0
normal,5.31,1.51,0.88,0.0,7.0
normal,5.69,0.97,0.83,0.0,10.0
normal,1.79,0.89,1.0,0.0,9.0
normal,4.35,0.93,0.84,0.0,18.0
anomaly,3.87,1.08,0.78,0.0,5.0
normal,9.48,1.64,0.96,0.0,22.0
normal,0.49,1.35,0.91,0.0,22.0
normal,0.08,1.28,0.93,0.0,19.0
anomaly,111.58,0.15,0.84,0.0,21.0
normal,0.05,0.82,0.89,0.0,10.0
normal,0.91,0.92,0.99,0.0,16.0
normal,0.61,0.92,0.92,0.0,21.0
normal,7.08,1.61,0.7,0.0,19.0
normal,6.86,1.14,0.94,0.0,17.0
normal,4.05,1.0,0.95,0.0,16.0
normal,5.49,1.31,0.81,0.0,18.0
normal,15.2,1.06,0.74,0.0,6.0
normal,8.99,1.62,0.76,0.0,18.0
normal,0.11,1.04,0.77,0.0,20.0
normal,5.22,0.75,0.95,0.0,6.0
normal,14.02,1.37,0.82,0.0,10.0
normal,0.23,1.17,0.93,0.0,18.0
normal,2.77,1.53,0.96,0.0,7.0
normal,3.44,1.7,0.98,0.0,22.0
normal,3.97,0.85,0.93,0.0,6.0
normal,0.6,1.24,0.88,0.0,14.0
normal,2.05,1.08,0.95,0.0,19.0
normal,3.49,1.09,0.83,0.0,20.0
normal,1.51,1.77,0.99,0.0,18.0
normal,0.13,1.26,0.74,0.0,22.0
normal,17.34,1.01,0.94,0.0,16.0
normal,10.51,1.07,0.71,0.0,15.0
normal,6.98,1.11,0.8,0.0,20.0
normal,12.67,1.16,0.83,0.0,18.0
normal,1.94,1.16,0.93,0.0,9.0
normal,4.59,1.95,0.88,0.0,14.0
normal,6.94,0.29,0.87,0.0,16.0
normal,7.38,1.24,0.73,0.0,22.0
normal,6.08,0.98,0.76,0.0,9.0
normal,5.64,1.65,0.99,0.0,16.0
normal,9.55,0.62,0.88,0.0,17.0
normal,4.57,1.43,0.79,0.0,19.0
normal,4.08,1.09,0.94,0.0,22.0
normal,1.43,0.9,0.79,0.0,19.0
normal,1.76,1.04,0.74,0.0,14.0
normal,2.17,0.83,0.94,0.0,11.0
normal,3.0,0.77,0.86,0.0,11.0
normal,0.4,0.61,0.71,0.0,16.0
normal,2.12,1.0,0.7,0.0,18.0
normal,3.57,1.53,0.85,0.0,17.0
normal,3.89,0.65,0.89,0.0,13.0
normal,5.62,1.07,0.7,0.0,9.0
normal,1.12,1.44,0.82,0.0,17.0
normal,1.94,1.66,0.94,0.0,10.0
normal,0.01,0.61,0.8,0.0,18.0
normal,6.08,1.29,0.91,0.0,17.0
normal,2.33,1.21,0.98,0.0,21.0
normal,1.48,1.14,0.87,0.0,16.0
normal,9.04,1.57,0.75,0.0,7.0
normal,1.0,0.88,0.95,0.0,7.0
normal,3.19,1.0,0.74,0.0,15.0
normal,1.89,1.16,0.98,0.0,21.0
normal,11.1,1.39,0.95,0.0,13.0
normal,2.22,1.56,0.9,0.0,18.0
normal,0.74,1.08,0.75,0.0,14.0
normal,3.43,1.29,0.83,0.0,18.0
normal,2.02,1.23,0.96,0.0,18.0
normal,6.46,1.41,0.99,0.0,8.0
normal,1.46,1.75,0.77,0.0,17.0
normal,6.68,1.98,0.89,0.0,15.0
normal,2.4,1.08,0.87,0.0,8.0
normal,5.51,1.67,0.77,0.0,22.0
normal,3.13,1.48,0.88,0.0,6.0
normal,0.26,0.86,0.75,0.0,12.0
anomaly,7.17,0.87,0.75,0.0,5.0
normal,0.43,1.5,0.77,0.0,14.0
anomaly,90.04,0.26,0.77,0.0,12.0
normal,0.15,1.47,0.82,0.0,7.0
normal,0.09,1.38,0.97,0.0,6.0
anomaly,96.89,0.19,0.61,0.0,23.0
normal,8.5,1.33,0.83,0.0,17.0
normal,2.19,1.49,0.84,0.0,17.0
anomaly,31.71,0.18,0.66,0.0,15.0
normal,6.76,1.35,0.9,0.0,18.0
anomaly,72.78,0.13,0.88,0.0,8.0
normal,0.53,0.93,0.8,0.0,17.0
normal,0.06,1.88,0.77,0.0,17.0
normal,0.05,1.41,0.95,0.0,9.0
normal,6.1,0.95,0.82,0.0,19.0
normal,0.01,0.8,0.82,0.0,6.0
normal,2.57,0.72,0.78,0.0,7.0
normal,14.02,1.7,0.85,0.0,17.0
normal,1.37,0.88,0.71,0.0,19.0
normal,5.65,1.5,0.71,0.0,15.0
normal,8.81,1.05,0.86,0.0,22.0
normal,1.34,1.02,0.76,0.0,12.0
normal,2.08,1.1,0.91,0.0,16.0
normal,0.35,1.09,0.95,0.0,12.0
normal,5.06,0.66,0.78,0.0,20.0
normal,1.19,1.09,0.89,0.0,19.0
normal,1.55,1.67,0.85,0.0,16.0
anomaly,236.71,0.14,0.99,1.0,22.0
normal,10.26,1.43,0.94,0.0,15.0
normal,5.63,1.11,0.92,0.0,12.0
normal,7.36,1.17,0.77,0.0,17.0
normal,13.25,0.96,0.74,0.0,15.0
normal,1.21,0.44,0.88,0.0,12.0
normal,4.84,1.55,0.87,0.0,14.0
normal,7.53,0.86,0.83,0.0,12.0
normal,19.7,1.3,0.8,0.0,11.0
normal,2.16,1.12,0.72,0.0,11.0
normal,16.22,1.15,0.74,0.0,18.0
normal,7.09,1.47,0.82,0.0,17.0
normal,0.24,1.06,0.81,0.0,16.0
normal,1.23,0.62,0.88,0.0,12.0
normal,2.3,1.73,0.99,0.0,15.0
normal,4.95,0.91,0.84,0.0,10.0
normal,1.74,1.33,0.82,0.0,13.0
normal,0.29,1.46,0.9,0.0,15.0
normal,1.92,1.13,0.98,0.0,18.0
normal,2.29,1.34,0.78,0.0,18.0
normal,1.35,1.05,0.9,0.0,10.0
normal,10.05,1.13,0.96,0.0,6.0
normal,2.91,1.66,0.99,0.0,18.0
normal,0.99,1.14,0.93,0.0,11.0
normal,1.22,0.79,0.85,0.0,18.0
normal,0.79,1.3,0.74,0.0,7.0
normal,12.01,1.43,0.94,0.0,16.0
normal,2.12,1.08,0.82,0.0,19.0
normal,5.81,0.91,0.96,0.0,17.0
anomaly,2.09,0.82,0.89,0.0,3.0
normal,10.82,1.49,0.82,0.0,14.0
anomaly,203.9,0.17,0.97,1.0,7.0
normal,4.05,1.35,0.98,0.0,17.0
normal,0.93,1.38,0.89,0.0,11.0
normal,6.55,1.25,0.93,0.0,14.0
normal,1.09,1.56,0.91,0.0,16.0
normal,2.09,1.7,0.78,0.0,16.0
normal,1.43,1.12,0.97,0.0,16.0
normal,12.2,1.19,0.8,0.0,21.0
normal,5.32,1.6,0.79,0.0,20.0
normal,4.9,1.33,0.71,0.0,22.0
normal,6.99,0.95,0.74,0.0,8.0
normal,1.12,1.32,0.71,0.0,6.0
normal,0.75,1.37,0.92,0.0,19.0
normal,6.31,1.32,0.97,0.0,19.0
normal,0.49,1.21,0.71,0.0,11.0
normal,5.33,0.81,0.78,0.0,18.0
normal,9.59,0.76,0.94,0.0,12.0
normal,0.48,1.32,0.75,0.0,22.0
normal,12.15,1.26,0.87,0.0,18.0
normal,2.61,1.47,0.75,0.0,10.0
normal,0.57,1.54,0.85,0.0,13.0
normal,0.31,0.89,0.92,0.0,21.0
normal,4.38,1.27,0.98,0.0,7.0
normal,7.84,1.48,0.85,0.0,11.0
normal,1.83,1.04,0.76,0.0,9.0
normal,1.68,1.05,0.83,0.0,12.0
normal,4.23,1.28,0.98,0.0,12.0
normal,0.23,0.83,0.86,0.0,22.0
normal,0.02,1.54,0.94,0.0,8.0
anomaly,253.73,0.07,0.92,1.0,3.0
normal,1.3,1.35,0.78,0.0,13.0
anomaly,115.03,0.08,0.71,0.0,6.0
normal,2.52,0.81,0.98,0.0,20.0
normal,2.73,0.57,0.85,0.0,7.0
normal,0.04,0.88,0.92,0.0,18.0
normal,4.62,1.31,0.72,0.0,15.0
normal,2.2,0.72,0.93,0.0,12.0
normal,5.08,1.71,0.9,0.0,19.0
normal,2.63,0.77,0.76,0.0,21.0
normal,8.05,0.51,0.87,0.0,15.0
normal,3.71,1.61,0.72,0.0,19.0
normal,3.77,1.02,0.77,0.0,9.0
normal,0.17,1.09,0.8,0.0,18.0
normal,3.93,0.94,0.8,0.0,7.0
normal,3.51,0.73,0.72,0.0,17.0
normal,6.8,1.13,0.75,0.0,20.0
normal,5.63,1.55,0.88,0.0,16.0
normal,3.49,1.11,0.81,0.0,17.0
normal,0.76,1.61,0.77,0.0,17.0
normal,3.69,1.54,0.79,0.0,13.0
normal,3.46,1.25,0.89,0.0,10.0
normal,3.36,0.95,0.8,0.0,15.0
normal,2.39,1.07,0.74,0.0,8.0
normal,4.93,1.93,0.84,0.0,15.0
normal,18.12,1.33,0.85,0.0,19.0
normal,0.49,1.02,0.83,0.0,14.0
normal,6.32,0.98,0.86,0.0,12.0
normal,0.05,1.13,0.93,0.0,20.0
normal,2.99,1.04,0.99,0.0,10.0
normal,0.68,1.21,0.95,0.0,7.0
normal,0.75,0.99,0.77,0.0,12.0
normal,2.53,1.1,0.79,0.0,20.0
normal,11.73,1.56,0.85,0.0,10.0
normal,1.58,1.18,0.86,0.0,11.0
normal,4.42,1.4,0.84,0.0,8.0
normal,3.47,1.14,0.94,0.0,13.0
normal,0.86,0.9,0.93,0.0,21.0
normal,5.23,1.38,0.71,0.0,16.0
normal,1.98,1.54,0.8,0.0,20.0
normal,2.15,1.35,0.84,0.0,21.0
normal,0.02,1.33,0.86,0.0,11.0
normal,0.39,1.26,0.99,0.0,18.0
normal,9.9,1.58,0.82,0.0,11.0
normal,17.6,0.97,1.0,0.0,21.0
anomaly,9.56,1.26,0.68,0.0,5.0
anomaly,52.29,0.03,0.84,0.0,0.0
normal,1.6,1.54,0.97,0.0,16.0
normal,5.06,1.13,0.97,0.0,19.0
normal,19.96,1.25,0.81,0.0,21.0
normal,1.11,1.25,0.73,0.0,20.0
normal,18.13,1.91,0.88,0.0,11.0
normal,4.97,1.42,0.93,0.0,11.0
normal,0.08,1.61,0.73,0.0,8.0
normal,3.42,1.45,0.8,0.0,11.0
normal,12.11,1.7,0.93,0.0,10.0
normal,5.74,0.96,0.72,0.0,14.0
normal,2.71,1.27,0.97,0.0,11.0
normal,2.16,1.72,0.89,0.0,14.0
normal,0.99,1.08,0.96,0.0,21.0
normal,10.05,1.0,0.96,0.0,18.0
normal,2.65,1.25,0.91,0.0,17.0
normal,6.83,0.67,0.73,0.0,10.0
normal,4.26,0.97,0.88,0.0,10.0
normal,7.42,1.22,0.7,0.0,17.0
normal,5.75,1.49,0.91,0.0,21.0
normal,2.81,1.62,0.74,0.0,17.0
normal,4.89,1.2,0.7,0.0,11.0
anomaly,55.59,0.18,0.79,0.0,20.0
normal,4.54,0.91,0.94,0.0,21.0
normal,6.42,1.13,0.74,0.0,13.0
normal,14.1,0.93,0.85,0.0,6.0
normal,3.08,1.35,0.92,0.0,13.0
normal,0.24,1.12,0.98,0.0,13.0
normal,0.24,1.69,0.75,0.0,12.0
normal,1.54,1.03,0.95,0.0,10.0
normal,4.61,0.89,0.95,0.0,7.0
anomaly,9.44,0.88,0.94,0.0,23.0
normal,6.56,1.0,0.71,0.0,22.0
normal,3.52,1.44,0.71,0.0,7.0
normal,0.64,0.93,0.74,0.0,17.0
normal,3.98,1.13,0.79,0.0,18.0
normal,2.48,1.75,0.77,0.0,16.0
normal,1.75,1.05,0.96,0.0,20.0
normal,14.31,1.88,0.81,0.0,19.0
normal,2.96,1.73,0.95,0.0,14.0
normal,0.69,0.69,0.82,0.0,8.0
normal,5.73,1.55,0.84,0.0,13.0
normal,14.25,1.27,0.96,0.0,15.0
anomaly,3.53,1.34,0.8,0.0,1.0
normal,7.62,1.03,0.73,0.0,13.0
normal,5.27,0.83,0.76,0.0,9.0
anomaly,9.22,0.8,0.82,0.0,4.0
normal,6.95,1.08,0.86,0.0,13.0
normal,3.12,1.56,0.83,0.0,12.0
normal,5.77,1.15,0.71,0.0,11.0
normal,12.17,1.12,0.72,0.0,22.0
normal,9.71,1.05,0.71,0.0,20.0
normal,2.18,0.83,0.74,0.0,9.0
normal,12.29,1.26,0.77,0.0,15.0
normal,1.7,0.86,0.85,0.0,21.0
normal,2.26,1.08,0.93,0.0,19.0
normal,0.21,1.37,0.81,0.0,13.0
normal,5.45,1.83,0.83,0.0,15.0
normal,0.24,1.37,0.75,0.0,7.0
normal,1.34,1.55,0.77,0.0,7.0
normal,1.29,1.45,0.97,0.0,17.0
normal,1.07,1.22,0.99,0.0,16.0
normal,1.62,0.68,0.82,0.0,18.0
normal,2.99,1.44,0.76,0.0,10.0
normal,5.15,0.87,0.93,0.0,22.0
normal,8.55,1.06,0.78,0.0,18.0
normal,0.22,1.38,0.77,0.0,21.0
normal,1.04,1.07,0.71,0.0,16.0
normal,0.69,1.29,0.72,0.0,9.0
normal,2.01,1.45,0.83,0.0,20.0
normal,1.34,1.03,0.79,0.0,16.0
normal,3.25,1.02,0.91,0.0,9.0
normal,0.46,1.24,0.85,0.0,7.0
normal,0.67,1.58,0.95,0.0,18.0
normal,2.96,1.15,0.97,0.0,19.0
normal,0.07,1.45,0.87,0.0,10.0
normal,7.5,0.66,0.82,0.0,11.0
normal,1.36,1.65,1.0,0.0,18.0
normal,0.8,1.18,0.72,0.0,12.0
normal,1.08,0.93,0.78,0.0,10.0
normal,0.44,1.2,0.96,0.0,17.0
anomaly,1.56,1.29,0.83,0.0,5.0
normal,11.7,1.89,0.93,0.0,14.0
anomaly,46.2,0.2,0.9,0.0,20.0
normal,12.01,0.82,0.71,0.0,20.0
normal,0.31,1.31,0.88,0.0,14.0
normal,1.73,1.13,0.72,0.0,21.0
normal,6.88,1.06,0.78,0.0,17.0
normal,2.58,1.15,0.98,0.0,11.0
normal,1.74,1.44,0.76,0.0,22.0
normal,4.07,0.69,0.7,0.0,20.0
normal,0.36,1.47,0.93,0.0,22.0
normal,10.58,1.45,0.89,0.0,15.0
normal,1.74,1.15,0.97,0.0,14.0
normal,12.62,1.03,0.72,0.0,10.0
normal,3.4,1.36,0.97,0.0,8.0
normal,0.81,0.86,0.76,0.0,21.0
normal,1.93,1.25,0.99,0.0,10.0
normal,4.87,0.74,0.81,0.0,6.0
normal,1.36,1.05,0.91,0.0,18.0
normal,4.9,1.08,0.9,0.0,21.0
normal,1.2,1.27,0.91,0.0,12.0
normal,16.48,0.89,0.82,0.0,12.0
normal,3.25,1.17,0.97,0.0,15.0
normal,3.53,0.91,0.78,0.0,9.0
normal,5.09,1.19,0.79,0.0,17.0
normal,5.66,0.91,0.99,0.0,14.0
normal,20.0,0.91,0.92,0.0,19.0
normal,11.62,1.13,0.82,0.0,14.0
anomaly,1.65,0.95,0.82,0.0,0.0
normal,5.42,1.34,0.95,0.0,10.0
normal,0.43,1.97,0.76,0.0,16.0
normal,14.89,1.51,0.95,0.0,16.0
normal,3.02,1.52,0.9,0.0,15.0
normal,1.35,1.2,0.91,0.0,10.0
normal,6.18,1.05,0.76,0.0,16.0
normal,5.88,1.59,0.86,0.0,8.0
normal,6.79,0.89,0.75,0.0,16.0
normal,16.17,1.04,0.71,0.0,18.0
normal,3.43,1.05,0.73,0.0,20.0
normal,6.96,1.41,0.81,0.0,22.0
normal,7.85,1.22,0.81,0.0,10.0
normal,7.32,1.13,0.85,0.0,11.0
anomaly,86.9,0.19,0.94,0.0,4.0
normal,5.48,1.05,0.77,0.0,10.0
normal,0.03,1.11,0.73,0.0,21.0
normal,0.0,1.27,0.72,0.0,13.0
normal,4.83,1.05,0.86,0.0,8.0
normal,15.0,1.59,0.75,0.0,22.0
normal,3.02,1.47,0.99,0.0,18.0
normal,3.23,0.96,0.87,0.0,7.0
normal,2.13,1.5,0.88,0.0,6.0
normal,8.41,0.89,0.95,0.0,9.0
normal,8.84,1.43,0.79,0.0,11.0
normal,6.84,1.36,0.91,0.0,13.0
normal,6.92,1.41,0.93,0.0,8.0
normal,2.35,1.38,0.74,0.0,16.0
normal,7.51,1.28,0.79,0.0,19.0
normal,0.27,0.93,0.97,0.0,10.0
normal,2.85,0.99,0.87,0.0,14.0
normal,0.41,1.03,0.76,0.0,21.0
normal,5.83,0.69,0.88,0.0,13.0
normal,1.13,0.92,0.76,0.0,20.0
normal,1.74,1.32,0.9,0.0,15.0
normal,1.52,1.23,0.85,0.0,20.0
normal,0.63,0.84,0.79,0.0,19.0
normal,0.03,1.27,0.79,0.0,13.0
normal,1.76,1.08,0.83,0.0,9.0
normal,5.17,0.9,0.95,0.0,15.0
normal,6.73,1.58,0.88,0.0,10.0
normal,3.5,1.3,0.88,0.0,17.0
normal,7.24,1.11,0.88,0.0,7.0
normal,3.96,1.15,0.96,0.0,10.0
normal,0.27,1.3,0.92,0.0,13.0
normal,1.35,1.6,0.89,0.0,14.0
normal,0.53,0.72,0.86,0.0,12.0
normal,1.21,0.75,0.86,0.0,7.0
normal,3.53,0.91,0.97,0.0,7.0
normal,0.22,0.99,0.84,0.0,19.0
anomaly,1.73,1.19,0.77,0.0,0.0
normal,1.34,1.4,0.99,0.0,7.0
normal,2.83,1.2,0.86,0.0,16.0
normal,3.15,1.29,0.96,0.0,15.0
normal,2.66,1.34,0.75,0.0,9.0
normal,2.93,1.38,0.74,0.0,11.0
normal,13.25,1.22,0.89,0.0,14.0
normal,12.65,1.32,0.98,0.0,9.0
normal,6.48,1.31,0.8,0.0,21.0
normal,8.99,0.71,0.89,0.0,6.0
normal,0.47,1.41,0.99,0.0,20.0
normal,4.53,1.15,0.93,0.0,16.0
normal,4.56,0.92,0.72,0.0,8.0
normal,3.57,0.94,0.83,0.0,17.0
normal,13.78,0.61,0.84,0.0,11.0
normal,0.02,0.82,0.75,0.0,8.0
normal,1.17,1.01,0.84,0.0,20.0
normal,2.6,1.15,0.83,0.0,6.0
normal,1.17,1.49,0.82,0.0,22.0
normal,2.43,1.76,0.84,0.0,16.0
normal,8.45,1.07,0.88,0.0,10.0
normal,0.64,0.78,0.77,0.0,10.0
normal,1.62,1.03,0.9,0.0,7.0
normal,0.59,1.15,0.74,0.0,15.0
normal,3.0,1.48,0.82,0.0,12.0
normal,4.99,1.12,0.88,0.0,7.0
normal,9.19,1.09,0.98,0.0,9.0
normal,1.3,1.16,0.83,0.0,10.0
normal,14.1,1.26,0.74,0.0,17.0
normal,5.34,1.33,0.71,0.0,22.0
normal,13.38,0.91,0.92,0.0,14.0
normal,7.08,1.22,0.92,0.0,6.0
normal,3.54,1.32,0.76,0.0,16.0
normal,6.07,1.1,0.8,0.0,14.0
normal,0.5,1.29,0.77,0.0,7.0
normal,0.15,1.52,0.92,0.0,21.0
normal,7.23,1.46,0.95,0.0,6.0
normal,0.04,0.61,0.79,0.0,12.0
normal,1.21,1.16,0.9,0.0,11.0
normal,0.78,1.12,0.79,0.0,11.0
normal,0.08,1.04,0.7,0.0,18.0
normal,0.25,1.39,0.77,0.0,20.0
normal,3.66,1.59,0.97,0.0,21.0
normal,3.52,1.71,0.8,0.0,11.0
normal,2.32,1.46,0.74,0.0,21.0
normal,7.62,1.34,0.8,0.0,20.0
anomaly,1.45,1.07,0.91,0.0,5.0
normal,14.32,1.42,0.92,0.0,14.0
normal,3.48,1.28,0.73,0.0,14.0
normal,0.89,0.82,0.77,0.0,9.0
normal,2.75,1.15,0.71,0.0,20.0
normal,2.87,1.3,0.83,0.0,16.0
normal,5.31,0.76,0.83,0.0,11.0
normal,1.45,1.58,0.84,0.0,10.0
anomaly,98.59,0.29,0.61,0.0,15.0
normal,17.01,1.03,0.83,0.0,9.0
anomaly,298.3,0.01,0.8,1.0,10.0
normal,1.28,1.26,0.73,0.0,7.0
normal,2.18,1.14,0.94,0.0,11.0
normal,5.63,0.99,0.92,0.0,10.0
normal,7.21,0.95,0.83,0.0,16.0
normal,8.98,0.5,0.81,0.0,12.0
normal,1.73,1.29,0.78,0.0,9.0
normal,9.32,0.95,0.98,0.0,20.0
normal,3.27,1.22,0.72,0.0,14.0
normal,11.78,1.17,0.78,0.0,20.0
normal,2.14,1.1,0.78,0.0,14.0
normal,1.62,0.82,0.74,0.0,18.0
normal,1.09,1.26,0.92,0.0,8.0
normal,3.03,1.1,0.83,0.0,22.0
anomaly,6.24,1.39,0.77,0.0,23.0
normal,4.54,1.21,0.98,0.0,6.0
normal,2.82,1.62,0.78,0.0,12.0
normal,8.72,1.14,0.87,0.0,11.0
normal,16.52,0.98,0.83,0.0,20.0
normal,11.54,0.92,0.95,0.0,9.0
normal,10.52,1.51,0.99,0.0,11.0
normal,2.04,1.34,0.96,0.0,19.0
normal,2.14,1.07,0.92,0.0,16.0
normal,2.53,0.36,1.0,0.0,8.0
normal,5.29,1.54,0.73,0.0,13.0
normal,13.47,0.51,0.94,0.0,10.0
normal,7.91,1.09,0.97,0.0,16.0
normal,0.56,1.19,0.85,0.0,19.0
normal,6.23,1.36,0.7,0.0,13.0
normal,9.94,1.14,0.73,0.0,9.0
normal,0.95,1.57,0.84,0.0,9.0
normal,4.11,1.28,0.74,0.0,16.0
normal,0.01,1.67,0.75,0.0,18.0
normal,1.4,1.21,0.95,0.0,12.0
normal,0.08,1.03,0.8,0.0,9.0
normal,2.06,1.14,0.86,0.0,18.0
normal,7.52,0.97,0.96,0.0,10.0
normal,10.19,1.4,0.83,0.0,11.0
normal,0.8,0.64,0.81,0.0,19.0
normal,0.4,0.92,0.99,0.0,14.0
normal,2.82,1.15,0.99,0.0,12.0
normal,0.24,0.97,0.88,0.0,20.0
normal,1.81,1.41,0.91,0.0,9.0
normal,0.93,1.26,0.9,0.0,22.0
normal,0.41,1.25,0.83,0.0,12.0
normal,0.65,0.93,0.89,0.0,11.0
anomaly,96.04,0.1,0.82,0.0,7.0
normal,2.56,1.22,0.82,0.0,12.0
normal,2.52,1.33,0.71,0.0,10.0
normal,1.68,1.08,0.89,0.0,22.0
anomaly,228.48,0.15,0.86,1.0,2.0
normal,4.03,1.01,0.84,0.0,11.0
normal,8.18,1.1,0.87,0.0,11.0
normal,7.16,1.01,0.87,0.0,17.0
anomaly,69.78,0.27,0.85,0.0,15.0
normal,10.84,0.61,0.88,0.0,16.0
normal,5.25,0.81,0.92,0.0,19.0
anomaly,5.59,0.8,0.93,0.0,0.0
normal,0.9,1.2,0.73,0.0,13.0
normal,3.0,1.26,0.91,0.0,21.0
normal,0.93,1.57,0.79,0.0,9.0
normal,1.14,1.33,0.87,0.0,17.0
normal,0.67,1.03,0.81,0.0,9.0
anomaly,54.92,0.25,0.83,0.0,15.0
normal,2.46,1.63,0.79,0.0,8.0
normal,5.21,1.12,0.98,0.0,22.0
normal,0.66,1.14,0.93,0.0,22.0
normal,3.01,1.12,0.72,0.0,19.0
normal,2.72,1.11,0.89,0.0,20.0
normal,2.11,1.0,0.78,0.0,17.0
normal,0.55,1.34,0.75,0.0,9.0
normal,0.32,1.08,0.71,0.0,12.0
normal,0.8,0.84,0.94,0.0,21.0
normal,2.32,1.16,0.85,0.0,21.0
normal,0.67,1.18,0.83,0.0,7.0
normal,1.36,1.35,0.9,0.0,19.0
normal,8.89,1.46,0.97,0.0,11.0
